date,position,song,artist,popularity,duration_ms,album_type,total_tracks,is_explicit,album_cover_url
21-05-2024,28,ceilings,Lizzy McAlpine,91,182887,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273d370fdc4dbc47778b9b667c3
21-05-2024,29,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,221520,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
21-05-2024,30,Mr. Brightside,The Killers,87,222973,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
21-05-2024,31,Hell N Back,Bakar,73,213573,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b2733ee73eb16af247a0ea057542
21-05-2024,32,I'm Good (Blue),David Guetta & Bebe Rexha,94,175238,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b273933c036cd61cd40d3f17a9c4
21-05-2024,33,I Ain't Worried,OneRepublic,55,148120,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273fedd3df3fa6f52c42fbb9e08
21-05-2024,34,CUFF IT,Beyoncé,89,225388,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2730e58a0f8308c1ad403d105e7
21-05-2024,35,Sure Thing,Miguel,91,195373,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c
21-05-2024,36,If We Ever Broke Up,Mae Stephens,88,142758,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273918207ec2316cec13a0e036f
21-05-2024,37,The Pretender,Lewis Capaldi,59,220120,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2737cdf9838412bb52df6e9a952
21-05-2024,38,Heavenly Kind Of State Of Mind,Lewis Capaldi,60,201880,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b2737cdf9838412bb52df6e9a952
21-05-2024,39,Pointless,Lewis Capaldi,55,231120,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2737cdf9838412bb52df6e9a952
21-05-2024,40,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,90,140017,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2730b4ef75c3728599aa4104f7a
21-05-2024,41,Another Love,Tom Odell,63,244360,album,10,TRUE,https://i.scdn.co/image/ab67616d0000b2731b51f809c31f0d98f67c0b7d
21-05-2024,42,Afraid To Feel,LF SYSTEM,81,177524,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273ced808ef1567eaf901041438
21-05-2024,43,messy in heaven,venbee & goddard.,77,170437,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27302402656bca0b5b39489f39a
21-05-2024,44,Riptide,Vance Joy,85,204280,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d3ce97395ff522b0d70c1094
21-05-2024,45,No Role Modelz,J. Cole,90,292799,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8
21-05-2024,46,Someone You Loved,Lewis Capaldi,89,182160,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2
21-05-2024,47,Search & Rescue,Drake,91,272112,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273cace8a4b2ff924c9e12e3a96
21-05-2024,48,Players,Coi Leray,92,139560,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731cf7cf4446b496525e423465
21-05-2024,49,Dancing is Healing,Rudimental & Charlotte Plank & Vibe Chemistry,71,177321,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273b4edd98bf440d1013f6718d0
21-05-2024,50,Last Night,Morgan Wallen,89,163854,album,36,TRUE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
22-05-2024,1,Miracle (with Ellie Goulding),Calvin Harris & Ellie Goulding,91,186496,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273c58e22815048f8dfb1aa8bd0
22-05-2024,2,Daylight,David Kushner,97,212953,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
22-05-2024,3,Tattoo,Loreen,91,183374,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732b0ba87db609976eee193bd6
22-05-2024,4,Flowers,Miley Cyrus,91,200600,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
22-05-2024,5,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,96,131013,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27342c5ba689b2e7cbc208a8fa7
22-05-2024,6,Giving Me,Jazzy,77,169000,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273e0c6c64da0c8e1d1df7e001c
22-05-2024,7,As It Was,Harry Styles,92,167303,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
22-05-2024,8,People,Libianca,92,184791,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273fc342f95f117d48dbdde9735
22-05-2024,9,Wish You The Best,Lewis Capaldi,60,210880,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2737cdf9838412bb52df6e9a952
22-05-2024,10,Cha Cha Cha,Käärijä,88,175161,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273e9973a2290bd5d88c6aad387
22-05-2024,11,REACT,Switch Disco & Ella Henderson & Robert Miles,79,201145,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27321acc4c231327248498a35da
22-05-2024,12,Kill Bill,SZA,94,153946,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
22-05-2024,13,Anti-Hero,Taylor Swift,94,200690,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
22-05-2024,14,Cupid - Twin Ver.,FIFTY FIFTY,98,174253,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
22-05-2024,15,Say Yes To Heaven,Lana Del Rey,80,209156,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273aa27708d07f49c82ff0d0dae
22-05-2024,16,Calm Down (with Selena Gomez),Rema,79,239317,album,22,FALSE,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7
22-05-2024,17,Eyes Closed,Ed Sheeran,81,194848,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796
22-05-2024,18,Escapism.,RAYE,91,272373,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27394e5237ce925531dbb38e75f
22-05-2024,19,Chemical,Post Malone,90,184013,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273f76f8deeba5370c98ad38f1c
22-05-2024,20,Dog Days Are Over,Florence + The Machine,83,252818,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b273003f81b1f4246362638e682d
22-05-2024,21,See You Again (feat. Kali Uchis),"Tyler, The Creator",94,180386,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
22-05-2024,22,All My Life (feat. J. Cole),Lil Durk & J. Cole,87,223878,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737c173b0dc64913d4635e3594
22-05-2024,23,Forget Me,Lewis Capaldi,59,203666,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2737cdf9838412bb52df6e9a952
22-05-2024,24,I Ain't Worried,OneRepublic,55,148120,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273fedd3df3fa6f52c42fbb9e08
22-05-2024,25,CUFF IT,Beyoncé,89,225388,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2730e58a0f8308c1ad403d105e7
22-05-2024,26,MATHEMATICAL DISRESPECT,Lil Mabu,86,88304,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273a56e7dc625146a33a712bef4
22-05-2024,27,Mr. Brightside,The Killers,87,222973,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
22-05-2024,28,Hell N Back,Bakar,73,213573,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b2733ee73eb16af247a0ea057542
22-05-2024,29,I'm Good (Blue),David Guetta & Bebe Rexha,94,175238,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b273933c036cd61cd40d3f17a9c4
22-05-2024,30,Afraid To Feel,LF SYSTEM,81,177524,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273ced808ef1567eaf901041438
22-05-2024,31,Queen of Kings,Alessandra,87,147979,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732c9eea7700ceb07c4dabf114
22-05-2024,32,If We Ever Broke Up,Mae Stephens,88,142758,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273918207ec2316cec13a0e036f
22-05-2024,33,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,221520,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
22-05-2024,34,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,90,140017,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2730b4ef75c3728599aa4104f7a
22-05-2024,35,ceilings,Lizzy McAlpine,90,182887,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273d370fdc4dbc47778b9b667c3
22-05-2024,36,Dancing is Healing,Rudimental & Charlotte Plank & Vibe Chemistry,72,177321,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273b4edd98bf440d1013f6718d0
22-05-2024,37,Riptide,Vance Joy,85,204280,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d3ce97395ff522b0d70c1094
22-05-2024,38,Sure Thing,Miguel,91,195373,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c
22-05-2024,39,Everybody Wants To Rule The World,Tears For Fears,88,251488,album,59,FALSE,https://i.scdn.co/image/ab67616d0000b27322463d6939fec9e17b2a6235
22-05-2024,40,Players,Coi Leray,92,139560,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731cf7cf4446b496525e423465
22-05-2024,41,Mourning,Post Malone,76,147819,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2736e9e05bbdd7988ae66e0b898
22-05-2024,42,messy in heaven,venbee & goddard.,77,170437,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27302402656bca0b5b39489f39a
22-05-2024,43,Heat Waves,Glass Animals,90,238805,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273712701c5e263efc8726b1464
22-05-2024,44,Everywhere - 2017 Remaster,Fleetwood Mac,82,226653,album,39,FALSE,https://i.scdn.co/image/ab67616d0000b273aaba065944cd82a6f15c86b6
22-05-2024,45,B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose & Interplanetary Criminal,82,226626,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273eb15b994e15a3a6634d1694e
22-05-2024,46,Cruel Summer,Taylor Swift,92,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
22-05-2024,47,Viva La Vida,Coldplay,89,242373,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e
22-05-2024,48,Another Love,Tom Odell,63,244360,album,10,TRUE,https://i.scdn.co/image/ab67616d0000b2731b51f809c31f0d98f67c0b7d
22-05-2024,49,Green Green Grass,George Ezra,83,167613,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273ca576b6bbd56385e1120640e
22-05-2024,50,Dreams - 2004 Remaster,Fleetwood Mac,85,257800,album,58,FALSE,https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b
23-05-2024,1,Daylight,David Kushner,97,212953,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
23-05-2024,2,Miracle (with Ellie Goulding),Calvin Harris & Ellie Goulding,91,186496,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273c58e22815048f8dfb1aa8bd0
23-05-2024,3,Flowers,Miley Cyrus,91,200600,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
23-05-2024,4,Tattoo,Loreen,91,183374,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732b0ba87db609976eee193bd6
23-05-2024,5,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,96,131013,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27342c5ba689b2e7cbc208a8fa7
23-05-2024,6,As It Was,Harry Styles,92,167303,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
23-05-2024,7,Kill Bill,SZA,94,153946,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
23-05-2024,8,Giving Me,Jazzy,77,169000,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273e0c6c64da0c8e1d1df7e001c
23-05-2024,9,People,Libianca,92,184791,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273fc342f95f117d48dbdde9735
23-05-2024,10,Wish You The Best,Lewis Capaldi,63,210880,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2737cdf9838412bb52df6e9a952
23-05-2024,11,Say Yes To Heaven,Lana Del Rey,82,209156,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273aa27708d07f49c82ff0d0dae
23-05-2024,12,Cupid - Twin Ver.,FIFTY FIFTY,98,174253,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
23-05-2024,13,Anti-Hero,Taylor Swift,94,200690,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
23-05-2024,14,Cha Cha Cha,Käärijä,89,175161,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273e9973a2290bd5d88c6aad387
23-05-2024,15,REACT,Switch Disco & Ella Henderson & Robert Miles,79,201145,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27321acc4c231327248498a35da
23-05-2024,16,Eyes Closed,Ed Sheeran,81,194848,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796
23-05-2024,17,See You Again (feat. Kali Uchis),"Tyler, The Creator",94,180386,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
23-05-2024,18,Dog Days Are Over,Florence + The Machine,83,252818,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b273003f81b1f4246362638e682d
23-05-2024,19,Escapism.,RAYE,91,272373,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27394e5237ce925531dbb38e75f
23-05-2024,20,Calm Down (with Selena Gomez),Rema,79,239317,album,22,FALSE,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7
23-05-2024,21,All My Life (feat. J. Cole),Lil Durk & J. Cole,88,223878,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737c173b0dc64913d4635e3594
23-05-2024,22,Chemical,Post Malone,90,184013,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273f76f8deeba5370c98ad38f1c
23-05-2024,23,I Ain't Worried,OneRepublic,55,148120,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273fedd3df3fa6f52c42fbb9e08
23-05-2024,24,Hell N Back,Bakar,73,213573,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b2733ee73eb16af247a0ea057542
23-05-2024,25,MATHEMATICAL DISRESPECT,Lil Mabu,86,88304,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273a56e7dc625146a33a712bef4
23-05-2024,26,Mr. Brightside,The Killers,87,222973,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
23-05-2024,27,Forget Me,Lewis Capaldi,62,203666,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2737cdf9838412bb52df6e9a952
23-05-2024,28,ceilings,Lizzy McAlpine,90,182887,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273d370fdc4dbc47778b9b667c3
23-05-2024,29,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,221520,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
23-05-2024,30,Queen of Kings,Alessandra,87,147979,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732c9eea7700ceb07c4dabf114
23-05-2024,31,I'm Good (Blue),David Guetta & Bebe Rexha,94,175238,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b273933c036cd61cd40d3f17a9c4
23-05-2024,32,Riptide,Vance Joy,85,204280,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d3ce97395ff522b0d70c1094
23-05-2024,33,CUFF IT,Beyoncé,89,225388,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2730e58a0f8308c1ad403d105e7
23-05-2024,34,If We Ever Broke Up,Mae Stephens,88,142758,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273918207ec2316cec13a0e036f
23-05-2024,35,Everybody Wants To Rule The World,Tears For Fears,89,251488,album,59,FALSE,https://i.scdn.co/image/ab67616d0000b27322463d6939fec9e17b2a6235
23-05-2024,36,Sure Thing,Miguel,91,195373,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c
23-05-2024,37,Cruel Summer,Taylor Swift,92,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
23-05-2024,38,Another Love,Tom Odell,63,244360,album,10,TRUE,https://i.scdn.co/image/ab67616d0000b2731b51f809c31f0d98f67c0b7d
23-05-2024,39,Afraid To Feel,LF SYSTEM,81,177524,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273ced808ef1567eaf901041438
23-05-2024,40,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,90,140017,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b2730b4ef75c3728599aa4104f7a
23-05-2024,41,Heat Waves,Glass Animals,90,238805,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273712701c5e263efc8726b1464
23-05-2024,42,Viva La Vida,Coldplay,89,242373,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e
23-05-2024,43,Someone You Loved,Lewis Capaldi,89,182160,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2
23-05-2024,44,Dreams - 2004 Remaster,Fleetwood Mac,86,257800,album,58,FALSE,https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b
23-05-2024,45,Everywhere - 2017 Remaster,Fleetwood Mac,82,226653,album,39,FALSE,https://i.scdn.co/image/ab67616d0000b273aaba065944cd82a6f15c86b6
23-05-2024,46,Mourning,Post Malone,78,147819,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2736e9e05bbdd7988ae66e0b898
23-05-2024,47,Players,Coi Leray,92,139560,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731cf7cf4446b496525e423465
23-05-2024,48,Late Night Talking,Harry Styles,89,177954,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
23-05-2024,49,Dancing is Healing,Rudimental & Charlotte Plank & Vibe Chemistry,72,177321,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273b4edd98bf440d1013f6718d0
23-05-2024,50,I Wanna Be Yours,Arctic Monkeys,94,183956,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
24-05-2024,1,Daylight,David Kushner,97,212953,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
24-05-2024,2,Miracle (with Ellie Goulding),Calvin Harris & Ellie Goulding,91,186496,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273c58e22815048f8dfb1aa8bd0
24-05-2024,3,Tattoo,Loreen,91,183374,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732b0ba87db609976eee193bd6
24-05-2024,4,Flowers,Miley Cyrus,91,200600,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
24-05-2024,5,Giving Me,Jazzy,78,169000,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273e0c6c64da0c8e1d1df7e001c
24-05-2024,6,Boy's a Liar Pt. 2,PinkPantheress & Ice Spice,96,131013,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27342c5ba689b2e7cbc208a8fa7
24-05-2024,7,As It Was,Harry Styles,92,167303,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
24-05-2024,8,Wish You The Best,Lewis Capaldi,65,210880,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2737cdf9838412bb52df6e9a952
24-05-2024,9,People,Libianca,92,184791,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273fc342f95f117d48dbdde9735
24-05-2024,10,Kill Bill,SZA,94,153946,album,23,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
24-05-2024,11,Say Yes To Heaven,Lana Del Rey,84,209156,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273aa27708d07f49c82ff0d0dae
24-05-2024,12,REACT,Switch Disco & Ella Henderson & Robert Miles,79,201145,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27321acc4c231327248498a35da
24-05-2024,13,Anti-Hero,Taylor Swift,94,200690,album,13,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
24-05-2024,14,All My Life (feat. J. Cole),Lil Durk & J. Cole,88,223878,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2737c173b0dc64913d4635e3594
24-05-2024,15,Cha Cha Cha,Käärijä,89,175161,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273e9973a2290bd5d88c6aad387
24-05-2024,16,Cupid - Twin Ver.,FIFTY FIFTY,98,174253,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
24-05-2024,17,Dog Days Are Over,Florence + The Machine,84,252818,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b273003f81b1f4246362638e682d
24-05-2024,18,Chemical,Post Malone,90,184013,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273f76f8deeba5370c98ad38f1c
24-05-2024,19,Eyes Closed,Ed Sheeran,81,194848,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796
24-05-2024,20,See You Again (feat. Kali Uchis),"Tyler, The Creator",94,180386,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
24-05-2024,21,Escapism.,RAYE,91,272373,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27394e5237ce925531dbb38e75f
24-05-2024,22,Calm Down (with Selena Gomez),Rema,79,239317,album,22,FALSE,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7
24-05-2024,23,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Beyoncé & Kendrick Lamar,75,260962,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27378643be90cd7c5ec75675855
24-05-2024,24,ceilings,Lizzy McAlpine,90,182887,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273d370fdc4dbc47778b9b667c3
24-05-2024,25,Hell N Back,Bakar,73,213573,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b2733ee73eb16af247a0ea057542
24-05-2024,26,Forget Me,Lewis Capaldi,64,203666,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b2737cdf9838412bb52df6e9a952
24-05-2024,27,I Ain't Worried,OneRepublic,55,148120,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273fedd3df3fa6f52c42fbb9e08
24-05-2024,28,MATHEMATICAL DISRESPECT,Lil Mabu,87,88304,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273a56e7dc625146a33a712bef4
24-05-2024,29,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,221520,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
24-05-2024,30,Mr. Brightside,The Killers,87,222973,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
24-05-2024,31,CUFF IT,Beyoncé,89,225388,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2730e58a0f8308c1ad403d105e7
24-05-2024,32,I'm Good (Blue),David Guetta & Bebe Rexha,94,175238,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b273933c036cd61cd40d3f17a9c4
24-05-2024,33,Queen of Kings,Alessandra,87,147979,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732c9eea7700ceb07c4dabf114
24-05-2024,34,Dancing is Healing,Rudimental & Charlotte Plank & Vibe Chemistry,72,177321,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b273b4edd98bf440d1013f6718d0
